"sp","code","locality","latitude","longitude","host","date","collector"
"Pleotrichophorus_elongatus","CNCHEM072162","United States: Washington: TroutLake and Glennwood Rd, nr Conboy Lake NWR",46.01,-121.32,"Chrysothamnus viscidiflorus","2010 . 9 . 3","K.S. Pike"
"Pleotrichophorus_lagacei","CNCHEM054204","United States: California: e of Mount Shasta City (Mount Shasta Ski Area)",41.316,-122.203,"Haplopappus bloomeri","2005 . 9 . 28","Eric Maw/R.G. Foottit"
"Pleotrichophorus_longinectarius","CNCHEM063509","Canada: Alberta: Dorothy (Hwy 848 at Red Deer River)",51.279,-112.333,"Artemisia cana","2009 . 7 . 9","Eric Maw/R.G. Foottit/K. Floate"
"Pleotrichophorus_pullus","CNCHEM010458","Canada: Alberta: Suffield (military range)",50.313,-110.597,"Artemisia cana","1995 . 7 . 14","Eric Maw/R.G. Foottit"
"Pleotrichophorus_quadritrichus","CNCHEM069933","United States: Colorado: Gateway (FSR 6-3/10 at 10-8/10)",38.699,-108.851,"Artemisia tridentata","2010 . 6 . 25","Eric Maw/R.G. Foottit"
"Pleotrichophorus_rusticatus","CNCHEM063429","Canada: Alberta: Lethbridge (Pavan Park)",49.756,-112.848,"Artemisia cana","2009 . 7 . 7","Eric Maw/R.G. Foottit"
"Pleotrichophorus_xerozoous","CNCHEM054152","United States: Utah: w of Mills",39.481,-112.012,"Chrysothamnus nauseosus","2005 . 9 . 17","Eric Maw/R.G. Foottit"
"Prociphilus_americanus","CNCHEM055890","United States: Washington: Catherine Creek",45.756,-120.616,"Fraxinus latifolia","2006 . 5 . 12","K.S. Pike"
"Prociphilus_caryae","CNCHEM028911","Canada: British Columbia: s of Mount Baldy Ski Area",49.114,-119.215,"Amelanchier alnifolia","1999 . 7 . 17","Eric Maw/R.G. Foottit"
"Prociphilus_fraxinifolii","CHAN_2006_0029","Canada: British Columbia: Vancouver (1949 W 5 Ave)",49.267,-123.15,"Fraxinus pennsylvanica","2006 . 5 . 26","C.-K. Chan"
"Prociphilus_xylostei","CNCHEM039632","Canada: British Columbia: se of Golden (Mount 7 Ridge Road)",51.28,-116.913,"Lonicera involucrata","2001 . 8 . 2","Eric Maw/R.G. Foottit"
"Pseudacaudella_rubida","CNCHEM055879","United States: Washington: Olympic National Pk, (Quinault Lake day use picnic area)",47.473,-123.838,"Bryophyta",2006,"K.S. Pike"
"Pseudocercidis_rosae","CNCHEM010096","Canada: Alberta: Fabyan (campground, Battle River @ Hwy 14)",52.898,-111.01,"Rosa acicularis","1995 . 6 . 27","Eric Maw"
"Pseudoepameibaphis_glauca","CNCHEM050282","United States: California: Tahoe (Sawmill Pond, Sawmill Road at Lake Tahoe Blvd)",38.889,-120.026,"Artemisia tridentata","2002 . 10 . 20","Eric Maw/R.G. Foottit"
"Pseudoepameibaphis_tridentatae","CNCHEM010475","Canada: Alberta: Drumheller (nw Tyrell Museum, at chapel)",51.48,-112.796,"Artemisia cana","1995 . 7 . 15","Eric Maw/R.G. Foottit"
"Pterocallis_alni","CHAN_2006_0457_2","Canada: British Columbia: Vancouver (UBC. Old Arboretum)",49.266,-123.256,"Alnus rubra","2006 . 9 . 21","C.-K. Chan"
"Pterocallis_alnifoliae","CNCHEM006910","Canada: Ontario: Dummer Tshp, Clarina (Upper Stoney Lake; south shore (Puffers Bay))",44.561,-78.045,"Alnus","1991 . 8 . 3","Eric Maw"
"Pterocomma_beulahense","CNCHEM039873","Canada: British Columbia: Mount Robson Provincial Park (Mount Terry Fox lookout, Hwy 16)",52.981,-119.319,"Populus trichocarpa","2001 . 8 . 6","Eric Maw/R.G. Foottit"
"Pterocomma_bicolor","CNCHEM007381","Canada: Ontario: Backus Woods Conservation Area (past bridge near main parking area)",42.654,-80.469,"Salix","1993 . 5 . 19","Eric Maw"
"Pterocomma_populeum","CNCHEM064320","Canada: Québec: Montréal (Jardin Botanique)",45.555,-73.555,"Populus deltoides","2009 . 9 . 17","Claude Pilon"
"Pterocomma_populifoliae","CNCHEM057667","Canada: Québec: Harrington, Lac Carling (Chemin de Harrington)",45.78,-74.574,"Populus grandidentata","2007 . 8 . 26","Eric Maw/B. Brunet/C. Thompson"
"Pterocomma_salicis","CNCHEM064294","Canada: Québec: Montréal (Parc-Nature de la Pointe-aux-Prairies, Secteur du Fleuve)",45.681,-73.494,"Salix","2009 . 8 . 6","Claude Pilon"
"Pterocomma_sanguiceps","CNCHEM033161","Canada: British Columbia: e of Hagensborg (Nusatsum-Noeick Forest Service Road (stop 2))",52.348,-126.44,"Salix","2000 . 7 . 19","Eric Maw/R.G. Foottit"
"Pterocomma_smithiae","CNCHEM057139","Canada: Manitoba: 35 km w of Thompson (Hwy 391)",55.913,-98.34,"Salix pseudomyrsinites","2007 . 7 . 20","R.G. Foottit/Eric Maw"
"Rhodobium_porosum","CNCHEM056381","United States: Hawaii: Kauai; Lihu’ei (K-mart)",21.968,-159.377,"Rosa","2006 . 5 . 16","M. Tremblay"
"Rhopalomyzus_grabhami","CNCHEM028794","United States: Idaho: ID, (Warm Lake Road at Swag Creek)",44.59,-115.868,"Lonicera","1999 . 7 . 13","Eric Maw/R.G. Foottit"
"Rhopalosiphum_cerasifoliae","CNCHEM007179","Canada: Ontario: 2 km e of Warren (picnic area, Hwy 17)",46.435,-80.279,"Prunus virginiana","1992 . 7 . 28","Eric Maw"
"Rhopalosiphum_enigmae","CNCHEM049321","United States: Tennessee: Reliance",35.191,-84.501,"Typha latifolia","2002 . 6 . 1","Maw/von Dohlen/Foottit/Rowe"
"Rhopalosiphum_maidis","CNCHEM006896","Canada: Ontario: Ottawa",45.417,-75.7,"Zea mays","1991 . 7 . 30","Eric Maw"
"Rhopalosiphum_musae","CNCHEM064117","New Zealand: Auckland City, Remuera (Waiatarua reserve)",-36.883,174.827,"Juncus gregiflorus","2009 . 2 . 28","N.A. Martin"
"Rhopalosiphum_rufiabdominale","CNCHEM053450","Canada: Ontario: Harrow (AAFC: GRCRC greenhouse)",42.033,-82.898,"Lycopersicon esculentum","2005 . 4 . 20","G. Zilahi-Balogh"
"Sanbornia_juniperi","CNCHEM049207","United States: Virginia: s of Danville (Hwy 29)",36.548,-79.44,"Juniperus virginiana","2002 . 5 . 27","Eric Maw/R.G. Foottit"
"Schizaphis_scirpicola","CNCHEM006074","Canada: New Brunswick: Acadia Forestry Experimental Station (access road 4, 1.2 km s intersection road 16)",46.011,-66.388,"Scirpus","1993 . 8 . 3","Eric Maw/R.G. Foottit"
"Schizolachnus_curvispinosus","CNCHEM028761","United States: Idaho: sw of Idaho City (mile 24 Hwy 21 at Daggett Creek Road)",43.678,-115.977,"Pinus ponderosa","1999 . 7 . 12","Eric Maw/R.G. Foottit"
"Schizolachnus_pineti","CHAN_2006_0195","Canada: British Columbia: Vancouver (2010 Harrison Drive)",49.21,-123.065,"Pinus mugo","2006 . 7 . 16","C.-K. Chan"
"Schizoneurata_tissoti","CNCHEM049390","United States: Georgia: n of Carey (Oconee National Forest, Hwy 278, recreational site at Oconee Lake)",33.568,-83.272,"Crataegus","2002 . 6 . 3","von Dohlen/Maw/Foottit/Rowe"
"Schoutedenia_ralumensis","CNCHEM068478","Australia: New South Wales: Beecroft (Chilworth Reserve)",-33.75,151.03,"Breynia oblongifolia","2009 . 12 . 4","D.F. Hales/R.G. Foottit"
"Semiaphis_dauci","CNCHEM071282","Canada: Québec: Montréal (Parc-Nature de la Pointe-aux-Prairies, Bois-de-l'Héritage)",45.68,-73.507,"Daucus carota","2010 . 6 . 29","Claude Pilon"
"Sipha_elegans","CNCHEM055840","United States: Minnesota: Solana State Forest, e of Dads Corner (s of CR 2)",46.328,-93.241,"Poaceae","2007 . 6 . 25","Eric Maw/B. Brunet"
"Sipha_flava","CNCHEM054952","United States: Michigan: Manistee N.F., n of Walkers Corners (Osborne Ave)",43.794,-85.949,"Poaceae","2007 . 6 . 22","Eric Maw/B. Brunet"
"Siphonatrophia_cupressi","CNCHEM050334","United States: Utah: Logan Canyon (Temple Fork)",41.83,-111.58,"Juniperus","2002 . 7 . 23","Carol von Dohlen"
"Sitobion_avenae","CNCHEM007722","Canada: Ontario: Ottawa (Central Experimental Farm)",45.393,-75.717,"Triticum","1994 . 6 . 14","Eric Maw"
"Sitobion_luteum","CNCHEM071633","Brazil: Paraná : Curitiba, Uberaba",-25.9,-49.2,"Dendrobium","2010 . 9 . 15","Sonia M.N. Lazzari"
"Smynthurodes_betae","CNCHEM012655","Israel:",31,34.8,"Pistacia atlantica","1995 . 10 . 15","David Wool"
"Stegophylla_essigi","CNCHEM054185","United States: California: Los Osos (Los Osos Oaks State Reserve)",35.303,-120.804,"Quercus agrifolia","2005 . 9 . 22","Eric Maw/R.G. Foottit"
"Stegophylla_quercicola","CNCHEM054007","United States: North Carolina: Raleigh",35.769,-78.639,"Quercus","1999 . 5 . 1","Carol von Dohlen"
"Symydobius_americanus","CNCHEM006102","Canada: New Brunswick: McAdam (8.2 km e of R.R. crossing in town)",45.606,-67.227,"Betula alleghaniensis","1993 . 8 . 3","Eric Maw/R.G. Foottit"
"Symydobius_intermedius","CNCHEM069916","United States: Colorado: w of Idylwilde (Hwy 14)",40.706,-105.755,"Betula fontinalis","2010 . 6 . 24","Eric Maw/R.G. Foottit"
"Tamalia_coweni","CNCHEM062528","United States: Colorado: near Gateway (Uncompahgre plateau)",39,-109,"Arctostaphylos patula","2007 . 7 . 24","D.G. Miller"
"Thecabius_gravicornis","CNCHEM055914_2","Canada: Ontario: Malakoff",45.111,-75.788,"Populus deltoides","1992 . 7 . 19","Eric Maw"
"Thecabius_populimonilis","CNCHEM033236","Canada: British Columbia: BC, (Redstone Forest Service Road)",52.141,-123.726,"Populus trichocarpa","2000 . 7 . 20","Eric Maw/R.G. Foottit"
"Therioaphis_riehmi","CNCHEM055906","Canada: Ontario: Marlborough geo. tshp. Conc 6 lot 30 (north half)",45.033,-75.902,"Melilotus alba","2006 . 7 . 9","Eric Maw"
"Therioaphis_trifolii","CNCHEM026001","Canada: Québec: Hudson (Ch. Harwood)",45.458,-74.208,"Medicago lupulina","1998 . 7 . 25","Eric Maw"
"Thripsaphis_ballii","CNCHEM010211","Canada: Alberta: 15.5 km s of New Brigden (on Hwy 28)",51.568,-110.474,"Carex","1995 . 7 . 3","Eric Maw"
"Thripsaphis_cyperi","CNCHEM008526","Canada: Newfoundland and Labrador: Hay Cove (L'Anse aux Meadows picnic area)",51.595,-55.523,"Carex aquatilis","1994 . 8 . 12","Eric Maw/R.G. Foottit"
"Tiliphagus_lycoposugus","CNCHEM054820","United States: Virginia: Charlottesville",38.034,-78.49,"Tilia americana","1999 . 5 . 3",
"Tinocallis_platani","CHAN_2006_0040","Canada: British Columbia: Vancouver (1685 W 13 Ave)",49.26,-123.143,"Ulmus americana","2006 . 6 . 2","C.-K. Chan"
"Tinocallis_ulmifolii","CNCHEM006925","Canada: Ontario: Dummer Tshp, Clarina (Upper Stoney Lake; south shore (Puffers Bay))",44.561,-78.045,"Ulmus americana","1991 . 8 . 4","Eric Maw"
"Tinocallis_ulmiparvifoliae","CNCHEM054325","Canada: British Columbia: Vancouver (UBC)",49.26,-123.25,"Alnus rubra","2005 . 7 . 23","C.-K. Chan"
"Trama_rara","CNCHEM003807","Canada: Ontario: Ottawa (1456 Heatherington Rd.)",45.373,-75.652,"Taraxacum officinale","1994 . 9 . 4","Eric Maw"
"Tuberculatus_annulatus","CHAN_2006_0078","Canada: British Columbia: Vancouver (opp 768 W 59 Ave, tree adjacent to #76)",49.217,-123.122,"Quercus  robur","2006 . 6 . 10","C.-K. Chan"
"Tuberculatus_querceus","CHAN_2006_0296","Canada: British Columbia: Vancouver (Van Dusen Botanical Garden)",49.239,-123.131,"Quercus macrocarpa","2006 . 8 . 29","C.-K. Chan"
"Tuberolachnus_salignus","CNCHEM002225","Canada: Saskatchewan: Regina",50.45,-104.617,"Salix","1992 . 7 . 28","M.G. Maw"
"Uroleucon_adenocaulonae","CNCHEM057615","Canada: British Columbia: w side of Taylor Arm Provincial Park",49.279,-125.07,"Adenocaulon bicolor","2007 . 8 . 22","Eric Maw/D.I. Barnes"
"Uroleucon_ambrosiae","CNCHEM006161","Canada: New Brunswick: s of Penobsquis (picnic area, on Hwy 2)",45.67,-65.407,"Solidago juncea","1993 . 8 . 4","Eric Maw/R.G. Foottit"
"Uroleucon_anomalae","CNCHEM055928","Canada: Ontario: Marlborough geo. tshp. Conc 6 lot 30 (north half)",45.033,-75.902,"Symphyotrichum novae-angliae","2006 . 8 . 3","Eric Maw"
"Uroleucon_bradburyi","CNCHEM006351","Canada: Nova Scotia: Acadia Mines (bridge over gorge)",45.491,-63.603,"Euthamia graminifolia","1993 . 8 . 7","Eric Maw/R.G. Foottit"
"Uroleucon_breviscriptum","CNCHEM055942","Canada: Ontario: Marlborough geo. tshp. Conc 6 lot 30 (north half)",45.033,-75.902,"Symphyotrichum ciliolatum","2006 . 9 . 18","Eric Maw"
"Uroleucon_cadens","CNCHEM059949","Canada: Québec: Parc de la Gatineau (trail between Keogan shelter and Kingsmere)",-45.5,-75.86,"Solidago","2007 . 7 . 25","B.M.T. Brunet"
"Uroleucon_caligatum","CNCHEM003880","Canada: Ontario: Mer Bleue Conservation Area (Dohlman Ridge w of Anderson Rd)",45.404,-75.565,"Solidago altissima","1994 . 9 . 25","Eric Maw"
"Uroleucon_ciefi","CNCHEM049235","United States: South Carolina: Tamassee (Hwy 11 bridge at Flat Shoal River)",34.874,-83.023,"Eupatorium capilifolium","2002 . 5 . 29","Maw/von Dohlen/Foottit/Rowe"
"Uroleucon_cirsii","CNCHEM006136","Canada: New Brunswick: Jemseg (under s end of bridge on Hwy 2)",45.826,-66.118,"Cirsium arvense","1993 . 8 . 4","Eric Maw/R.G. Foottit"
"Uroleucon_eoessigi","CNCHEM070728","United States: Oregon: Umatilla NF, (FR62)",45.9,-117.7,"Sidalcea","2010 . 7 . 18","A.S. Jensen"
"Uroleucon_eupatoricolens","CNCHEM006897","Canada: Ontario: Arden (picnic area, Salmon River at Hwy #7)",44.738,-76.935,"Eupatorium perfoliatum","1991 . 8 . 3","Eric Maw"
"Uroleucon_eupatorifoliae","CNCHEM012178","Canada: Ontario: Dummer Tshp, Clarina (Upper Stoney Lake, s. shore (Puffers Bay); Puffer Shore Rd)",44.561,-78.045,"Ageratina altissima","1996 . 8 . 10","Eric Maw"
"Uroleucon_impatiensicolens","CNCHEM006418","Canada: Nova Scotia: Cambridge (at bridge)",45.058,-64.648,"Impatiens capensis","1993 . 8 . 8","Eric Maw/R.G. Foottit"
"Uroleucon_luteolum","CNCHEM055779","United States: Illinois: sw of Elwood (Medwin National tallgrass Prairie, Explosion Rd)",41.368,-88.143,"Solidago canadensis","2007 . 6 . 23","Eric Maw/B. Brunet"
"Uroleucon_nigrotibium","CNCHEM003809","Canada: Ontario: Mer Bleue Conservation Area",45.396,-75.516,"Solidago nemoralis","1994 . 9 . 5","Eric Maw"
"Uroleucon_nigrotuberculatum","CNCHEM049280","United States: North Carolina: Rainbow Springs (Hwy 64 at West Old Murphy Rd.)",35.093,-83.556,"Solidago","2002 . 5 . 30","Foottit/Maw/von Dohlen/Rowe"
"Uroleucon_rurale","CNCHEM049355","United States: North Carolina: ne of Alexander (intersection Warm Spring Road and Lower Flat Creek Road)",35.722,-82.622,"Verbesina helianthioides","2002 . 6 . 2","Rowe/Maw/von Dohlen/Foottit"
"Uroleucon_russellae","CNCHEM056673","Canada: Ontario: Dummer Tshp, Clarina (Upper Stoney Lake; south shore (Puffers Bay))",44.561,-78.045,"Anaphalis margaritacea","1991 . 8 . 4","Eric Maw"
"Uroleucon_sonchellum","CNCHEM049214","United States: South Carolina: Liberty (Boggs Rock)",34.807,-82.693,"Lactuca","2002 . 5 . 29","Maw/von Dohlen/Foottit/Rowe/Wheeler"
"Uroleucon_sonchi","CNCHEM006895","Canada: Ontario: Ottawa (Central Experimental Farm)",45.393,-75.717,"Sonchus asper","1991 . 7 . 29","Eric Maw"
"Uroleucon_taraxaci","CNCHEM008543","Canada: Newfoundland and Labrador: Green Island Cove",51.37,-56.624,"Taraxacum officinale","1994 . 8 . 12","Eric Maw/R.G. Foottit"
"Utamphorophora_crataegi","CNCHEM071194","Canada: Québec: Montréal (Jardin Botanique)",45.555,-73.555,"Crataegus chrysocarpa","2010 . 5 . 21","Claude Pilon"
"Utamphorophora_humboldti","CNCHEM008926","Canada: Ontario: Mer Bleue Conservation Area",45.396,-75.516,"Physocarpus","1995 . 5 . 20","Eric Maw"
"Wahlgreniella_nervata","CNCHEM054195","United States: California: e of McCloud (Hwy 89)",41.213,-121.79,"Arctostaphylos","2005 . 9 . 28","Eric Maw/R.G. Foottit"
"Wahlgreniella_vaccinii","CNCHEM057248","Canada: Manitoba: w of Split Lake (Hwy 280 near east end Assean Lake)",56.244,-96.361,"Vaccinium uliginosum","2007 . 7 . 22","E.Maw/R.G. Foottit"
"Acuticauda_solidaginifoliae","GU559857",,,,,,
"Aphis_costalis","HM245841",,,,,,
"Aphis_mimuli","HM245843",,,,,,
"Aphis_oenotherae","HM245834",,,,,,
"Aphis_pulchella","GU559859",,,,,,
"Aphis_taraxacicola","GQ904115",,,,,,
"Diuraphis_mexicana","FJ232623",,,,,,
"Diuraphis_tritici","EF587232",,,,,,
"Dysaphis_pyri","JQ437449",,,,,,
"Dysaphis_sorbi","JF340097",,,,,,
"Hyadaphis_coriandri","DQ499054",,,,,,
"Hyalopterus_amygdali","DQ290228",,,,,,
"Macrosiphoniella_sanborni","FJ982387",,,,,,
"Macrosiphum_euphorbiae","AF077771",,,,,,
"Metopolophium_dirhodum","AY383541",,,,,,
"Myzus_cerasi","JF340100",,,,,,
"Myzus_persicae","AY898749",,,,,,
"Pterocomma_pilosum","GU457803",,,,,,
"Rhopalosiphum_nymphaeae","AY594672",,,,,,
"Rhopalosiphum_padi","AY594671",,,,,,
"Schizaphis_rotundiventris","AF220511",,,,,,
"Schizaphis_scirpi","GU457797",,,,,,
"Sitobion_fragariae","DQ499052",,,,,,
"Uroleucon_leonardi","HQ528267",,,,,,
"Vesiculaphis_caricis","GU978835",,,,,,
